assrgd 50 1 1 6757 31.794200999999997 0.083506115031475 0.02644672494537037
assrgd 50 2 1 13026 30.17446199999999 0.02147516465049934 0.007405544508808148
assrgd 50 3 1 11004 17.192436000000015 0.009255949375772664 0.0029995880972801814
assrgd 50 4 1 9876 11.34925400000003 0.004607086695910517 0.0014215710301463957
assrgd 50 5 1 13040 12.085799000000009 0.009828665436076777 0.004057432330212052
assrgd 50 6 1 18024 13.952818000000093 0.0021793823882062893 0.0009185482073590379
assrgd 50 7 1 11214 7.930486999999971 0.0026968848923956423 0.0009824521961192545
assrgd 50 8 1 12264 7.038039000000026 0.005765408043035107 0.0019775272820421463
assrgd 50 9 1 15057 7.382398999999964 0.0038358650028175647 0.001060759752586904
assrgd 50 10 1 16780 8.090972999999963 0.00238634924189865 0.0007555334921018897
assrgd 50 1 50 1000 4.988976999999977 0.2889072631704312 0.07206120807044414
assrgd 50 2 50 2000 5.624405999999908 0.03353676287989282 0.00832836554832106
assrgd 50 3 50 3000 5.57149000000004 0.009912163927156763 0.0027797777164533244
assrgd 50 4 50 4000 5.146259999999984 0.002991358470990329 0.0007582639634211574
assrgd 50 5 50 5000 5.4129760000000715 0.0014688140411898635 0.0005685927401195556
assrgd 50 6 50 6000 5.515028999999913 0.0008349654840181646 0.0002779246755988396
assrgd 50 7 50 7000 5.666191000000026 0.000435486910144572 0.0001329890193701999
assrgd 50 8 50 8000 5.782177999999931 0.00027736789526949107 9.345830283535861e-05
assrgd 50 9 50 9000 5.925768000000062 0.0002112820347996755 6.42049375398912e-05
assrgd 50 10 50 10000 6.130957999999964 0.00015895937044629158 4.7717456960860716e-05
assrgd 50 1 100 500 2.6408440000000155 1.7570991601719965 0.3830994476690641
assrgd 50 2 100 1000 3.173526000000038 0.18306628945984327 0.0421673641660778
assrgd 50 3 100 1500 2.78444300000001 0.05197779028422282 0.012795328178615506
assrgd 50 4 100 2000 2.9123329999999896 0.020144004430384863 0.005311818050723005
assrgd 50 5 100 2500 3.0996509999999944 0.009016851297125511 0.0025870755640813314
assrgd 50 6 100 3000 3.185651000000007 0.005360860068065387 0.0015831119952967043
assrgd 50 7 100 3500 3.3618739999999434 0.0033728444889644864 0.0009762062124245574
assrgd 50 8 100 4000 3.345293999999967 0.0019473613421651253 0.0005107731497364654
assrgd 50 9 100 4500 3.526373999999805 0.0014144303953190832 0.00045120786874086605
assrgd 50 10 100 5000 3.6586480000000847 0.0009156517085113708 0.0002657743514209443
assrgd 50 1 500 100 0.5597989999998845 24.75087955743392 5.0268342711766385
assrgd 50 2 500 200 1.7420870000000832 12.092165411803505 2.5089419020158097
assrgd 50 3 500 300 1.9407300000000305 5.9127838219626785 1.2689895309759187
assrgd 50 4 500 400 2.0649980000000596 2.938513946184159 0.6548803228415743
assrgd 50 5 500 500 2.0899490000001606 1.3214624756392743 0.2950632182079005
assrgd 50 6 500 600 2.241414999999961 0.6647137494161767 0.1431129816101251
assrgd 50 7 500 700 1.7444090000001324 0.3665086977140209 0.08309696477077111
assrgd 50 8 500 800 2.4075769999999466 0.25925184004341023 0.06171653445104042
assrgd 50 9 500 900 2.5796159999999873 0.17402733665800066 0.038298959147670786
assrgd 50 10 500 1000 2.6193429999998443 0.10277743450431627 0.0269474244330965
assrgd 50 1 1000 50 0.679194999999936 35.954670659200595 7.055069211360961
assrgd 50 2 1000 100 0.8740390000000389 24.97721419597841 4.98348810939054
assrgd 50 3 1000 150 0.8393209999999272 17.280702198171667 3.6259110809840136
assrgd 50 4 1000 200 1.1198749999998654 11.994316448191325 2.356135225838103
assrgd 50 5 1000 250 1.077502000000095 8.375755248733412 1.7569148128622292
