assgd 100 1 1 5583 729.695961 0.002656581768159276 0.0006928051331560603
assgd 100 2 1 6549 964.9570900000003 0.019962307139080968 0.005198136774613893
assgd 100 3 1 4799 97.67592299999978 0.06727950120397995 0.020622715950759485
assgd 100 4 1 5083 102.16405300000042 0.038977859902827997 0.010677906470743181
assgd 100 5 1 5487 108.84553599999981 0.005203644201755389 0.0014053589820051116
assgd 100 6 1 12475 250.21357400000034 0.09352727772128978 0.027069970529153053
assgd 100 7 1 4174 84.92742399999952 0.02857501386009551 0.00655794575600499
assgd 100 8 1 9387 187.4613820000004 0.0215140071182087 0.005741878970514591
assgd 100 9 1 8706 162.42682700000023 0.0069962293928301595 0.0023204789133721704
assgd 100 10 1 8001 137.62265899999966 0.006158766780139662 0.0015634962208457281
assgd 100 1 50 2000 34.934369000000515 0.041742389482110266 0.008261220011615222
assgd 100 2 50 2000 34.600578999999925 0.04463517192168942 0.010049856365817789
assgd 100 3 50 2000 34.58393799999976 0.04430945113780399 0.009457816715482181
assgd 100 4 50 2000 35.31506300000001 0.045033277576912466 0.008347282347704876
assgd 100 5 50 2000 34.68825300000026 0.04571341988447219 0.008670151353005195
assgd 100 6 50 2000 35.36610699999983 0.04621543624071742 0.008669472509351905
assgd 100 7 50 2000 34.706373999999414 0.042444304628662194 0.00788084198413408
assgd 100 8 50 2000 35.30425699999978 0.04218225035940725 0.00898112354629177
assgd 100 9 50 2000 34.61490700000013 0.0447714884446512 0.008413854206782645
assgd 100 10 50 2000 34.60864499999934 0.04466929800535262 0.008682927545164532
assgd 100 1 100 1000 17.56901099999959 1.6353139560048457 0.3096531113572283
assgd 100 2 100 1000 17.46659600000021 1.6389277903091717 0.3105158819553715
assgd 100 3 100 1000 17.8434299999999 1.639482397100197 0.3008670291092965
assgd 100 4 100 1000 17.45028100000036 1.6314652444784978 0.29664105248486194
assgd 100 5 100 1000 17.433586999999534 1.6260399463551962 0.30708227682824507
assgd 100 6 100 1000 17.39216999999917 1.6453999765965073 0.30106810109300497
