assgd 10 1 1 10000 2.8396800000000004 0.8451262528867037 0.5060190910771318
assgd 10 2 1 10000 2.7279029999999995 0.3178474215556579 0.18474163548258815
assgd 10 3 1 10000 2.941604999999999 0.43660372295367683 0.2501163544173668
assgd 10 4 1 10000 2.837719999999999 0.5665949232124865 0.3239487083257373
assgd 10 5 1 10000 2.807475 0.3711330705793536 0.23989974335977848
assgd 10 6 1 5215 1.4692159999999994 0.5573726951674433 0.35130852988712213
assgd 10 7 1 5825 1.6477840000000015 0.5509713843919776 0.3180597403504173
assgd 10 8 1 10000 2.902518999999998 0.318560262659563 0.18186820840837647
assgd 10 9 1 10000 2.778205 0.4952017669644533 0.2860934509458346
assgd 10 10 1 10000 2.814116999999996 0.44982011059656485 0.2978461249049893
assgd 10 1 50 200 0.08189300000000088 7.3827721016034245 4.315847084603136
assgd 10 2 50 200 0.08227000000000118 7.305598208143014 4.356926958762599
assgd 10 3 50 200 0.08223900000000128 7.428588482006796 4.385506024798327
assgd 10 4 50 200 0.08254199999999656 7.2956039420798735 4.341774115640011
assgd 10 5 50 200 0.08249100000000453 7.359238325159594 4.347750575237393
assgd 10 6 50 200 0.08251299999999873 7.435080942752803 4.427058972341764
assgd 10 7 50 200 0.08229700000000406 7.363037437922599 4.3722230753002655
assgd 10 8 50 200 0.08234999999999815 7.301547892181619 4.331030953700324
assgd 10 9 50 200 0.08261300000000205 7.316837098129571 4.258318325828252
assgd 10 10 50 200 0.08240599999999887 7.2514537955520675 4.207356249283671
assgd 10 1 100 100 0.054083999999996024 10.604675202057763 6.2161888718555325
assgd 10 2 100 100 0.05507000000000062 10.540926812404098 6.244239615335948
assgd 10 3 100 100 0.05519600000000224 10.598852095270132 6.27502586735671
assgd 10 4 100 100 0.05591899999999583 10.586772190640893 6.289291568694142
assgd 10 5 100 100 0.05447199999999697 10.647536980207846 6.277084656314555
assgd 10 6 100 100 0.05412099999999498 10.515550732492946 6.213876713037628
